addressNumber,districtCode,altitude,stationType,address,zipCode,location/lat,location/lon,districtName,name,nearbyStations/0,id,nearbyStations/1,nearbyStations/2,nearbyStations/3
S/N,LEV,,BIKE,376 - Pitágoras-Av. Universidad,3650,19.375442,-99.161595,Letran Valle,376 PITÁGORAS-AV. UNIVERSIDAD,374,376,375,377,
S/N,NAP,,BIKE,333 - Georgia -Carolina,3810,19.387624,-99.180978,Nápoles,333 GEORGIA -CAROLINA,330,333,332,349,
S/N,NAP,,BIKE,284 - Dakota-Vermont,3810,19.397693,-99.172981,Nápoles,284 DAKOTA-VERMONT,289,284,290,291,
S/N,NAP,,"BIKE,TPV",303 - Montesito-Av. Insurgentes,3810,19.394842,-99.173025,Nápoles,303 MONTESITO-AV. INSURGENTES,301,303,302,304,
S/N,NAP,,BIKE,304 - Montesito-Dakota,3810,19.395043,-99.173821,Nápoles,304 MONTESITO-DAKOTA,290,304,303,305,
S/N,NAP,,BIKE,309 - Pennsylvania-Arizona,3810,19.393162,-99.17956,Nápoles,309 PENNSYLVANIA-ARIZONA,308,309,310,313,
S/N,NAP,,"BIKE,TPV",306 - Dakota-Filadelfia,3810,19.393699,-99.175664,Nápoles,306 DAKOTA-FILADELFIA,305,306,307,308,
S/N,NAP,,BIKE,307 - Minesota-Dakota,3810,19.393701,-99.175834,Nápoles,307 MINESOTA-DAKOTA,305,307,306,308,
S/N,NAP,,BIKE,289 - Chicago-Yosemite,3810,19.397308,-99.174548,Nápoles,289 CHICAGO-YOSEMITE,284,289,290,304,
S/N,NAP,,BIKE,290 - Yosemite-Colorado,3810,19.396333,-99.172667,Nápoles,290 YOSEMITE-COLORADO,284,290,289,303,
S/N,NAP,,BIKE,314 - Nuerva York-Louisiana,3810,19.391647,-99.177331,Nápoles,314 NUERVA YORK-LOUISIANA,307,314,313,327,
S/N,NAP,,BIKE,315 - Alabama-Montana,3810,19.391472,-99.1736,Nápoles,315 ALABAMA-MONTANA,301,315,302,316,
S/N,NAP,,BIKE,327 - Georgia -Pennsylvania,3810,19.38885,-99.17772,Nápoles,327 GEORGIA -PENNSYLVANIA,313,327,314,326,
S/N,NAR,,BIKE,320 - Enrique Rébsamen-Luz Saviñon,3020,19.391323,-99.15936,Narvarte Poniente,320 ENRIQUE RÉBSAMEN-LUZ SAVIÑON,296,320,297,319,
S/N,NAR,,BIKE,294 - Nicolás San Juan-Eje 4 Sur Xola,3020,19.396513,-99.160924,Narvarte Poniente,294 NICOLÁS SAN JUAN-EJE 4 SUR XOLA,282,294,295,298,
S/N,NAR,,"BIKE,TPV",295 - Anaxágoras-Eje 4 Sur Xola,3020,19.396328,-99.156871,Narvarte Poniente,295 ANAXÁGORAS-EJE 4 SUR XOLA,281,295,296,297,
S/N,NAR,,BIKE,296 - Diagonal San Antonio-Enrique Rébsamen,3020,19.394283,-99.158756,Narvarte Poniente,296 DIAGONAL SAN ANTONIO-ENRIQUE RÉBSAMEN,295,296,297,320,
S/N,NAR,,BIKE,297 - Diagonal San Antonio-Enrique Rébsamen,3020,19.394412,-99.158907,Narvarte Poniente,297 DIAGONAL SAN ANTONIO-ENRIQUE RÉBSAMEN,295,297,296,320,
S/N,NAR,,"BIKE,TPV",280 - Anaxágoras-Obrero Mundial,3020,19.4015,-99.156406,Narvarte Poniente,280 ANAXÁGORAS-OBRERO MUNDIAL,276,280,277,281,
S/N,NAR,,BIKE,281 - Pitágoras-La Morena,3020,19.398532,-99.157308,Narvarte Poniente,281 PITÁGORAS-LA MORENA,276,281,280,295,
S/N,NAR,,BIKE,276 - Anaxágoras-Obrero Mundial,3020,19.401986,-99.156366,Narvarte Poniente,276 ANAXÁGORAS-OBRERO MUNDIAL,277,276,280,281,
S/N,NAR,,BIKE,339 - Enrique Rébsamen-Avenida Eugenia,3020,19.386032,-99.160548,Narvarte Poniente,339 ENRIQUE RÉBSAMEN-AVENIDA EUGENIA,322,339,340,343,
S/N,NAR,,"BIKE,TPV",340 - Anaxágoras-Avenida Eugenia,3020,19.385571,-99.158188,Narvarte Poniente,340 ANAXÁGORAS-AVENIDA EUGENIA,339,340,341,343,
S/N,NAR,,BIKE,341 - San Borja-Avenida Cuauhtemoc,3020,19.382851,-99.158204,Narvarte Poniente,341 SAN BORJA-AVENIDA CUAUHTEMOC,340,341,343,364,
S/N,NAR,,BIKE,342 - Anaxágoras-Angel Urraza Eje 6 Sur,3020,19.381076,-99.159455,Narvarte Poniente,342 ANAXÁGORAS-ANGEL URRAZA EJE 6 SUR,341,342,344,359,
S/N,NBU,,BIKE,367 - Boston -Augusto Rodín,3720,19.37946,-99.181632,Noche Buena,367 BOSTON -AUGUSTO RODÍN,362,367,363,366,
S/N,NBU,,BIKE,354 - Boston-Av. Insurgentes,3720,19.381665,-99.176685,Noche Buena,354 BOSTON-AV. INSURGENTES,353,354,361,369,
S/N,POL,,BIKE,451 CAMPOS ELÍSEOS-GOLDSMITH,,19.42902,-99.201322,Polanco,451 CAMPOS ELÍSEOS-GOLDSMITH,451,451,,,
S/N,POL,,"BIKE,TPV",233 - Julio Verne-Luis G. Urbina,11510,19.429314,-99.196965,Polanco,233 JULIO VERNE-LUIS G. URBINA ,222,233,230,231,
S/N,POL,,BIKE,239 - Rincon del Bosque-Ruben Dario,11510,19.430153,-99.181355,Polanco,239 RINCON DEL BOSQUE-RUBEN DARÍO ,226,239,247,250,
S/N,POL,,"BIKE,TPV",204- Ejercito Nacional-F.C. de Cuernavaca,,19.43855,-99.2063,Polanco,240 EJERCITO NACIONAL-F.C. DE CUERNAVACA ,198,240,241,,
S/N,POL,,BIKE,241 - Ejercito Nacional-Juan Vazquez de la Mella,,19.43862,-99.20758,Polanco,241 EJERCITO NAL-JUAN VAZQUEZ DE LA MELLA ,198,241,240,,
S/N,POL,,BIKE,235 - Campos Eliseos-Moliere,,19.42933,-99.20218,Polanco,235 CAMPOS ELISEOS-MOLIERE ,229,235,230,236,
S/N,POL,,BIKE,236 - Campos Eliseos-Moliere,,19.42944,-99.20243,Polanco,236 CAMPOS ELISEOS-MOLIERE ,229,236,230,235,
S/N,POL,,BIKE,196 - Lago Tanganica- Av. Ejército Nacional,11510,19.438349,-99.192904,Polanco,196 LAGO TANGANICA-AV. EJERCITO NACIONAL,204,196,244,245,
S/N,POL,,"BIKE,TPV",228 - Campos Elíseos-Jean de La fontaine,11510,19.427705,-99.19912,Polanco,228 CAMPOS ELÍSEOS-JEAN DE LA FONTAINE,230,228,233,235,
S/N,POL,,BIKE,229 - Dickens-Seneca,11510,19.430515,-99.203331,Polanco,229 DICKENS-SENECA,221,229,235,236,
S/N,POL,,BIKE,230 - Edgar Alan Poe-Dickens,11510,19.430098,-99.200074,Polanco,230 EDGAR ALAN POE-DICKENS,221,230,235,236,
S/N,POL,,BIKE,231 - Newton-Aristoteles,11510,19.42977,-99.19349,Polanco,231 NEWTON-ARISTOTELES ,222,231,223,234,
S/N,POL,,"BIKE,TPV",198 - Sócrates-Ejercito Nacional,,19.438168,-99.203888,Polanco,198 SÓCRATES-EJERCITO NACIONAL ,240,198,241,,
S/N,POL,,BIKE,199 - Anatole France-Av. Ejército Nacional,11510,19.437934,-99.197241,Polanco,199 ANATOLE FRANCE-AV. EJERCITO NACIONAL,196,199,202,203,
S/N,POL,,BIKE,200 - Emerson-Av. Ejército Nacional,11510,19.437596,-99.188785,Polanco,200 EMERSON-AV. EJERCITO NACIONAL,201,200,204,245,
S/N,POL,,BIKE,201 - Lope de Vega-Ejército Nacional,11510,19.437431,-99.187215,Polanco,201 LOPE DE VEGA-EJERCITO NACIONAL ,200,201,205,245,
S/N,POL,,BIKE,202 - Calderón de la Barca-Av. Homero,11510,19.43617,-99.198943,Polanco,202 CALDERON DE LA BARCA-AV. HOMERO,199,202,206,215,
S/N,POL,,BIKE,203 - Tennyson-Av. Homero,11510,19.435985,-99.194832,Polanco,203 TENNYSON-AV. HOMERO,196,203,204,210,
S/N,POL,,BIKE,205 - Taine-Homero,11510,19.435525,-99.184713,Polanco,205 TAINE-HOMERO,201,205,207,217,
S/N,POL,,"BIKE,TPV",206 - Moliere-Homero,,19.435798,-99.201419,Polanco,206 MOLIERE-HOMERO ,202,206,214,215,
S/N,POL,,BIKE,207 - Tasso-Homero,11510,19.434861,-99.183322,Polanco,207 TASSO-HOMERO ,205,207,217,226,
S/N,POL,,BIKE,208 - Hesiodo-Lamartine,11510,19.434182,-99.189835,Polanco,208 HESIODO-LAMARTINE ,211,208,212,218,
S/N,POL,,BIKE,209 - Solón-Horacio,11510,19.435478,-99.206359,Polanco,209 SOLON-HORACIO ,213,209,214,219,
S/N,POL,,BIKE,210 Eugenio Sue-Horacio,,19.434076,-99.194091,Polanco,210 EUGENIO SUE-HORACIO ,203,210,204,216,
S/N,POL,,BIKE,211 - Newton-Horacio,11510,19.433607,-99.188528,Polanco,211 NEWTON-HORACIO,208,211,212,218,
S/N,POL,,"BIKE,TPV",212 - Hegel-Horacio,11510,19.433567,-99.188096,Polanco,212 HEGEL-HORACIO ,211,212,218,224,
S/N,POL,,BIKE,213 - Horacio-FC Cuernavaca,11510,19.435197,-99.206967,Polanco,213 HORACIO-FC CUERNAVACA,209,213,214,219,
S/N,POL,,BIKE,214 - Platón-Horacio,,19.434353,-99.20322,Polanco,214 PLATÓN-HORACIO,206,214,209,215,
S/N,POL,,BIKE,215 - Edgar Alan Poe-Horacio,11510,19.43384,-99.19968,Polanco,215 EDGAR ALAN POE-HORACIO,206,215,214,221,
S/N,POL,,"BIKE,TPV",216 - Alejandro Dumas-Horacio,11510,19.433419,-99.195746,Polanco,216 ALEJANDRO DUMAS-HORACIO ,210,216,222,,
S/N,POL,,"BIKE,TPV",217 - Euler-Horacio,11510,19.432888,-99.183605,Polanco,217 EULER-AV. HORACIO ,207,217,225,226,
S/N,POL,,BIKE,218 - Hegel-Ibarbourou,11510,19.432451,-99.188033,Polanco,218 HEGEL-IBARBOUROU ,211,218,212,224,
S/N,POL,,BIKE,219 - Esopo-FC de Cuernavaca,11510,19.433542,-99.207808,Polanco,219 ESOPO-FC DE CUERNAVACA,213,219,220,227,
S/N,POL,,BIKE,220 - Plino-Presidente Masaryk,11510,19.432655,-99.205727,Polanco,220 PLINIO-PRESIDENTE MASARYK ,213,220,219,227,
S/N,POL,,"BIKE,TPV",221 - Emilio Castelar-Presidente Masaryk,11510,19.431799,-99.201565,Polanco,221 EMILIO CASTELAR-PRESIDENTE MASARYK ,215,221,230,231,
S/N,POL,,BIKE,222 - Alejandro Dumas-Presidente Masarik,11510,19.431417,-99.195774,Polanco,222 ALEJANDRO DUMAS-PRESIDENTE MASARYK,216,222,231,233,
S/N,POL,,"BIKE,TPV",223 - Newton-Presidente Masarik,,19.431242,-99.191613,Polanco,223 NEWTON-PRESIDENTE MASARYK ,222,223,224,231,
S/N,POL,,BIKE,224 - Hegel-Presidente Masaryk,11510,19.431255,-99.188065,Polanco,224 HEGEL-PRESIDENTE MASARYK,212,224,218,225,
S/N,POL,,BIKE,225 - Petrarca-Presidente Masaryk,11510,19.431172,-99.185612,Polanco,225 PETRARCA-PRESIDENTE MASARYK,224,225,226,232,
S/N,POL,,BIKE,226 - Wallon-Presidente Masaryk,11511,19.431033,-99.18222,Polanco,226 WALLON-PRESIDENTE MASARYK,217,226,239,247,
S/N,PON,,BIKE,405 - División Del Norte-Municipio Libre,3303,19.370619,-99.156626,Portales Norte,405 DIVISIÓN DEL NORTE-MUNICIPIO LIBRE,402,405,403,404,
S/N,REE,,BIKE,407 - Prolongación Xochicalco-General Emiliano Zapat,3320,19.367294,-99.158694,Residencial Emperadores,407 PROL. XOCHICALCO-GENERAL EMILIANO ZAPATA,406,407,408,410,
S/N,REE,,BIKE,408 - Prolongación Petén-General Emiliano Zapata,3320,19.36677,-99.156843,Residencial Emperadores,408 PROLONGACIÓN PETÉN-GENERAL EMILIANO ZAPATA,407,408,409,410,
S/N,R-N,,BIKE,037 - Guadalajara - Puebla,06700,19.420419,-99.172676,Roma Norte,37 GUADALAJARA-PUEBLA,28,37,38,45,
S/N,R-N,,BIKE,038 - Cozumel - PUEBLA,06700,19.420801,-99.171407,Roma Norte,38 COZUMEL-PUEBLA,28,38,32,37,
S/N,R-N,,BIKE,039 - Medellin - Chapultepec,06700,19.422484,-99.167153,Roma Norte,39 MEDELLIN-CHAPULTEPEC,33,39,42,48,
S/N,R-N,,BIKE,040 - Oaxaca - Puebla,06700,19.42223,-99.164297,Roma Norte,40 OAXACA-PUEBLA,35,40,42,,
S/N,R-N,,BIKE,056 - Alvaro Obregón - Medellin,06700,19.416959,-99.165702,Roma Norte,56 ALVARO OBREGON-MEDELLIN,47,56,51,55,
S/N,R-N,,BIKE,042 - Sinaloa - Valladolid,06700,19.420472,-99.168238,Roma Norte,42 SINALOA-VALLADOLID,39,42,47,48,51
S/N,R-N,,BIKE,051 - Colima - Oaxaca,06700,19.417995,-99.168248,Roma Norte,51 COLIMA-OAXACA,46,51,47,55,58
S/N,R-N,,BIKE,044 - Durango - Veracruz,06140,19.418057,-99.174761,Roma Norte,44 DURANGO-VERACRUZ,36,44,41,49,50
S/N,R-N,,"BIKE,TPV",045 - Durango - Sonora,06700,19.418649,-99.172127,Roma Norte,45 DURANGO-SONORA,37,45,38,41,46
S/N,R-N,,BIKE,046 - Durango - Salamanca,06700,19.419214,-99.169732,Roma Norte,46 DURANGO-SALAMANCA,42,46,45,51,54
S/N,R-N,,BIKE,125 - Morelia-Circular de Morelia,06500,19.424541,-99.156204,Roma Norte,125 MORELIA-CIRCULAR DE MORELIA,123,125,127,,
S/N,R-N,,BIKE,126 - Jalapa-Puebla,,19.422288,-99.162138,Roma Norte,126 JALAPA-PUEBLA,121,126,129,,
S/N,R-N,,BIKE,127 -  Puebla-Merida,,19.423318,-99.15833,Roma Norte,127 PUEBLA-MERIDA,130,127,,,
S/N,R-N,,"BIKE,TPV",128 - Orizaba-Río de Janeiro,06500,19.422148,-99.160645,Roma Norte,128 ORIZABA-RIO DE JANEIRO,121,128,126,127,
S/N,R-N,,BIKE,129 - Tonalá-Durango,,19.4206,-99.163312,Roma Norte,129 TONALÁ-DURANGO,126,129,131,,
S/N,R-N,,BIKE,130 - Mérida-Durango,,19.421576,-99.158015,Roma Norte,130 MÉRIDA-DURANGO,127,130,132,133,
S/N,R-N,,BIKE,131 - Colima-Jalapa,,19.419579,-99.161314,Roma Norte,131 COLIMA-JALAPA,129,131,134,,
S/N,R-N,,BIKE,132 - Colima-Frontera,,19.420667,-99.15645,Roma Norte,132 COLIMA-FRONTERA,130,132,133,135,
S/N,R-N,,BIKE,133 - Colima-Morelia,,19.421138,-99.154725,Roma Norte,133 COLIMA-MORELIA,130,133,132,135,
S/N,R-N,,"BIKE,TPV",134 - Álvaro Obregón-Orizaba,,19.418304,-99.15956,Roma Norte,134 ÁLVARO OBREGÓN-ORIZABA,131,134,136,137,
S/N,R-N,,"BIKE,TPV",135 - Álvaro Obregón-Morelia,,19.419225,-99.155099,Roma Norte,135 ÁLVARO OBREGÓN-MORELIA,132,135,133,137,
S/N,R-N,,"BIKE,TPV",136 - Tonalá-Álvaro Obregón,,19.417715,-99.162729,Roma Norte,136 ÁLVARO OBREGÓN-TONALÁ,136,136,,,
S/N,R-N,,BIKE,137 - Álvaro Obregón-Mérida,,19.418774,-99.157081,Roma Norte,137 ÁLVARO OBREGÓN-MÉRIDA,132,137,135,138,
S/N,R-N,,BIKE,138 - Guanajuato-Frontera,,19.417702,-99.155313,Roma Norte,138 GUANAJUATO-FRONTERA,135,138,140,144,
S/N,R-N,,BIKE,139 - Tonalá-Guanajuato,,19.416128,-99.162097,Roma Norte,139 TONALÁ-GUANJUATO,134,139,136,141,
S/N,R-N,,BIKE,140 - Mérida-Zacatecas,,19.416605,-99.156853,Roma Norte,140 MÉRIDA-ZACATECAS,138,140,141,144,
S/N,R-N,,"BIKE,TPV",141 - Zacatecas-Luis Cabrera,,19.415905,-99.15954,Roma Norte,141 ZACATECAS-LUIS CABRERA,139,141,140,143,
S/N,R-N,,BIKE,142 - San Luis Potosí-Eje 2 Pte. Monterrey,,19.413232,-99.164121,Roma Norte,142 SAN LUIS POTOSI-EJE 2 PTE. MONTERREY,139,142,145,146,
S/N,R-N,,BIKE,143 - Córdoba-San Luis Potosí,,19.414303,-99.157542,Roma Norte,143 CÓRDOBA-SAN LUIS POTOSÍ,141,143,144,147,
S/N,R-N,,BIKE,144 - Frontera-San Luis Potosí,,19.415192,-99.154837,Roma Norte,144 FRONTERA-SAN LUIS POTOSÍ,140,144,143,148,
S/N,R-N,,BIKE,145 - Eje 2 Sur Yucatán-Chiapas,,19.41286,-99.160661,Roma Norte,145 EJE 2 SUR YUCATÁN-CHIAPAS,142,145,147,151,
S/N,R-N,,BIKE,146 - Coahuila-Manzanillo,,19.410737,-99.165716,Roma Norte,146 COAHUILA-MANZANILLO,150,146,152,153,
S/N,R-N,,BIKE,147 - Coahuila-Orizaba,,19.412182,-99.158443,Roma Norte,147 COAHUILA-ORIZABA,145,147,149,151,
S/N,R-N,,BIKE,148 - Coahuila-Av. Cuauhtémoc,,19.412829,-99.155116,Roma Norte,148 COAHUILA-AV.CUAUHTEMOC,143,148,147,149,
S/N,R-N,,BIKE,149 - Mérida-Antonio Anza,,19.41199,-99.155699,Roma Norte,149 MÉRIDA-ANTONIO ANZA,143,149,147,148,
S/N,ROM,,BIKE,151 - Campeche-Tonalá,,19.410529,-99.160873,Roma Sur,151 CAMPECHE-TONALÁ,145,151,147,,
S/N,ROM,,"BIKE,TPV",152 - Tlacotalpan-Campecha,,19.409098,-99.167181,Roma Sur,152 TLACOTALPAN-CAMPECHE,146,152,150,157,
S/N,ROM,,BIKE,153 - Manzanillo-Tlaxcala,,19.407468,-99.165141,Roma Sur,153 MANZANILLO-TLAXCALA,154,153,157,161,
S/N,ROM,,BIKE,155 - Jalapa-Tlaxcala,,19.408218,-99.159911,Roma Sur,155 JALAPA-TLAXCALA,151,155,156,158,
S/N,ROM,,BIKE,156 - Tepic-Amenalco,,19.407121,-99.162202,Roma Sur,156 TEPIC-AMENALCO,153,156,162,,
S/N,ROM,,BIKE,157 - Tepic-Tlacotalpan,,19.406236,-99.166616,Roma Sur,157 TEPIC-TLACOTALPAN,153,157,154,161,
S/N,ROM,,"BIKE,TPV",158 - Huatabampo- Eje 1 Pte. Av. Cuauhtémoc,,19.407447,-99.155717,Roma Sur,158 HUATABAMPO-EJE 1PTE. CUAUHTÉMOC,159,158,163,,
S/N,ROM,,BIKE,159 - Huatabampo-Eje 1 Pte. Av. Cuauhtémoc,,19.407517,-99.155373,Roma Sur,159 HUATABAMPO-EJE 1 PTE. AV. CUAUHTÉMOC,158,159,163,,
S/N,ROM,,BIKE,161 - Quintana Roo-Manzanillo,,19.405533,-99.164913,Roma Sur,161 QUINTANA ROO-MANZANILLO,153,161,157,162,
S/N,ROM,,BIKE,162 - Tehuantepec-Medellín,,19.404907,-99.162485,Roma Sur,162 TEHUANTEPEC-MEDELLÍN,156,162,161,165,
S/N,ROM,,BIKE,163 - Toluca-Bajío,,19.405246,-99.156431,Roma Sur,163 TOLUCA-BAJÍO,158,163,159,165,
S/N,ROM,,BIKE,164 - Bajío-Tlacotalpan,,19.403204,-99.16596,Roma Sur,164 BAJÍO-TLACOTALPAN,157,164,161,162,
S/N,ROM,,BIKE,165 - Bajío-Eje 2 Pte. Monterrey,,19.404268,-99.160503,Roma Sur,165 BAJÍO-EJE 2 PTE. MONTERREY,156,165,162,163,
S/N,SCA,,BIKE,409 - Azores-División Del Norte,3310,19.365102,-99.155499,Santa Cruz Atoyac,409 AZORES-DIVISIÓN DEL NORTE,408,409,410,430,
S/N,SCA,,BIKE,410 - Prolongación Tajín-Prolongación Repúblicas,3310,19.36564,-99.158063,Santa Cruz Atoyac,410 PROLONGACIÓN TAJÍN-PROLONGACIÓN REPÚBLICAS,407,410,408,409,
S/N,SCA,,BIKE,411 - Parroquia-Avenida México-Coyoacan,3310,19.367864,-99.163626,Santa Cruz Atoyac,411 PARROQUIA-AVENIDA MÉXICO-COYOACAN,412,411,425,427,
S/N,SCA,,"BIKE,TPV",412 - Parroquia-Avenida Universidad,3310,19.3684182,-99.1654145,Santa Cruz Atoyac,412 PARROQUIA-AVENIDA UNIVERSIDAD,411,412,425,426,
S/N,SCA,,BIKE,406 - Parroquia Av. Mexico-Coyoacan,3310,19.367831,-99.163261,Santa Cruz Atoyac,406 PARROQUIA AV. MEXICO-COYOACAN,402,406,407,411,
S/N,SCA,,BIKE,427 - Avenida México-Coyoacan-Av. Popocatepetl (Eje,3310,19.365023,-99.162993,Santa Cruz Atoyac,427 AVENIDA MÉXICO-COYOACAN-AV. POPOCATEPETL (EJE ,411,427,412,426,
S/N,SCA,,BIKE,429 - Pirineos-Av. Popocatepetl (Eje 8),3310,19.363071,-99.158292,Santa Cruz Atoyac,429 PIRINEOS-AV. POPOCATEPETL (EJE 8),428,429,430,431,
S/N,SCA,,BIKE,430 - Tripoli-Av. Popocatepetl (Eje 8),3310,19.362139,-99.154974,Santa Cruz Atoyac,430 TRIPOLI-AV. POPOCATEPETL (EJE 8),409,430,429,431,
S/N,SCA,,BIKE,401 - San Lorenzo-Avenida Cuauhtemoc,3310,19.372147,-99.16158,Santa Cruz Atoyac,401 SAN LORENZO-AVENIDA CUAUHTEMOC,400,401,402,403,
S/N,SCA,,BIKE,403 - Uxmal-Municipio Libre,3310,19.371371,-99.158639,Santa Cruz Atoyac,403 UXMAL-MUNICIPIO LIBRE,401,403,402,405,
S/N,SMC,,"BIKE,TPV",184 - General Gómez Pedraza-Gobernador Tiburcio Montiel,,19.41479,-99.18508,San Miguel Chapultepec ,184 GRAL GÓMEZ PEDRAZA-GOBERNADOR TIBURCIO M,185,184,186,187,
S/N,SMC,,BIKE,185 - General Antonio Léon-General Pedro Antonio de los Santos,,19.4128,-99.1828,San Miguel Chapultepec ,185 GRAL ANTONIO LÉON-GRAL PEDRO A DE LOS S.,176,185,187,190,
S/N,SMC,,BIKE,186 - Gregorio V. Gelati-Francisco Molinos del C.,,19.41249,-99.18875,San Miguel Chapultepec ,186 GREGORIO V GELATI-FRANCISCO MOLINOS DEL C,187,186,188,189,
S/N,SMC,,BIKE,187 - Genral Cano-Gobernador Gregorio V. Gelati,,19.41123,-99.18551,San Miguel Chapultepec ,187 GENERAL CANO-GOBERNADOR GREGORIO V GELATI,176,187,189,190,
S/N,SMC,,"BIKE,TPV",188 - Gobernador Melchor Múzquiz-Gobernador Ignacio Esteva,,19.41171,-99.19014,San Miguel Chapultepec ,188 GDOR MELCHOR MÚZQUIZ-GDOR IGNACIO ESTEVA ,186,188,187,189,
S/N,SMC,,BIKE,189 - Gobernador Rafael Rebollar-Gobernador José Ceballos,,19.41004,-99.18798,San Miguel Chapultepec ,189 GDOR RAFAEL REBOLLAR-GDOR JOSÉ CEBALLOS,186,189,187,188,
S/N,SMC,,BIKE,190 - Gobernador Ignacio Esteva-Maestro José Vasconcelos,,19.409569,-99.183833,San Miguel Chapultepec ,190 GDOR IGNACIO ESTEVA-MTRO JOSÉ VASCONCELOS,177,190,187,,
S/N,SMC,,BIKE,191 - Gobernador Rafael Rebollar-Gobernador Vicente Eguia,,19.4079,-99.18795,San Miguel Chapultepec ,191 GDOR RAFAEL REBOLLAR-GDOR VICENTE EGUIA,176,191,189,190,
S/N,SMN,,BIKE,364 - Botichelli-Cda. De Giorgone,3700,19.383063,-99.185858,Santa María Nonoalco,364 BOTICHELLI-CDA. DE GIORGONE,351,364,352,365,
S/N,SMN,,BIKE,365 - Holbein-Avenida Revolución,3700,19.381117,-99.186687,Santa María Nonoalco,365 HOLBEIN-AVENIDA REVOLUCIÓN,352,365,363,364,
S/N,SMN,,"BIKE,TPV",352 - Tintoreto-Giorgine,3700,19.384114,-99.185447,Santa María Nonoalco,352 TINTORETO-GIORGINE,351,352,364,365,
S/N,SPP,,BIKE,351 - Calle 27-Avenida Revolución,3800,19.385751,-99.186297,San Pedro de los Pinos,351 CALLE 27-AVENIDA REVOLUCIÓN,332,351,352,364,
S/N,SPP,,"BIKE,TPV",312 - Avenida 2-Calle 7,3800,19.392634,-99.183737,San Pedro de los Pinos,312 AVENIDA 2-CALLE 7,310,312,311,328,
S/N,SPP,,BIKE,328 - Avenida 1-Calle 7,3800,19.392586,-99.184742,San Pedro de los Pinos,328 AVENIDA 1-CALLE 7,311,328,312,329,
S/N,SPP,,BIKE,329 - Calle 13-Avenida 1,3800,19.390306,-99.184812,San Pedro de los Pinos,329 CALLE 13-AVENIDA 1,312,329,328,330,
S/N,SPP,,BIKE,330 - Calle 15-Avenida Patriotismo,3800,19.389358,-99.182606,San Pedro de los Pinos,330 CALLE 15-AVENIDA PATRIOTISMO,329,330,331,332,
S/N,SPP,,BIKE,331 - Avenida 2-Calle 17,3800,19.388547,-99.183971,San Pedro de los Pinos,331 AVENIDA 2-CALLE 17,329,331,330,332,
S/N,SPP,,BIKE,332 - Sur De Calle 27-Avenida 3,3800,19.385508,-99.183809,San Pedro de los Pinos,332 SUR DE CALLE 27-AVENIDA 3,330,332,331,333,
S/N,S-R,,"BIKE,TPV",263 - Sadi Carnot - Gómez Farias,,19.436274,-99.158425,San Rafael,263 SADI CARNOT-GÓMEZ FARIAS ,85,263,86,256,
S/N,S-R,,BIKE,256 - Gómez Farías Sadi Carnot,,19.4372,-99.15816,San Rafael,256 GÓMEZ FARÍAS-SADI CARNOT ,254,256,259,,
S/N,S-R,,BIKE,257 - Manuel Maria Contreras-Villalongin,,19.4338,-99.16622,San Rafael,257 MANUEL MARIA CONTRERAS-VILLALONGIN ,183,257,255,,
S/N,S-R,,BIKE,254 - Alfonso Herrera-Miguel Shultz,,19.43935,-99.16007,San Rafael,254 ALFONSO HERRERA-MIGUEL SHULTZ ,160,254,174,256,
S/N,S-R,,BIKE,183 - Gabino Barrera-Guillermo Prieto,,19.43767,-99.16402,San Rafael,183 GABINO BARRERA-GUILLERMO PRIETO,160,183,174,255,
S/N,S-R,,BIKE,160 - Alfonzo Herrera-Gabino Barrera,,19.44025,-99.16346,San Rafael,160 ALFONSO HERRERA-GABINO BARRERA,174,160,183,254,
s/n,S-R,,BIKE,103 JOAQUÍN VELÁZQUEZ DE LEÓN-GARCÍA ICAZBALCETA,,19.441669,-99.165217,San Rafael,103 JOAQUÍN VELÁZQUEZ DE LEÓN-GARCÍA ICAZBALCETA,103,103,,,
S/N,S-R,,BIKE,085 - Rosas Moreno - Sullivan,06470,19.43425,-99.162508,San Rafael,85 ROSAS MORENO-SULLIVAN,1,85,3,12,
S/N,TAB,,"BIKE,TPV",010 - Reforma - Ramírez,06500,19.433321,-99.154752,Tabacalera,10 REFORMA-RAMIREZ,26,10,,,
S/N,TAB,,BIKE,008 - Reforma - General Prim,06500,19.431141,-99.158317,Tabacalera,8 REFORMA-GENERAL PRIM,3,8,20,86,
S/N,TAB,,"BIKE,TPV",270 - De la Republica-Ponciano Arriaga,,19.43676,-99.15387,Tabacalera,270 DE LA REPUBLICA-PONCIANO ARRIAGA ,270,270,,,
S/N,TAB,,BIKE,450 RAMOS ARIZPE-PUENTE DE ALVARADO,,19.43836,-99.152226,Tabacalera,450 RAMOS ARIZPE-PUENTE DE ALVARADO,450,450,,,
S/N,TLA,,BIKE,392 - Patricio Sanz-Felix Cuevas,3200,19.3730067,-99.1747749,Tlacoquemecatl,392 PATRICIO SANZ-FELIX CUEVAS,380,392,393,394,
S/N,TLA,,"BIKE,TPV",393 - Adolfo Prieto-Felix Cuevas,3200,19.372796,-99.172558,Tlacoquemecatl,393 ADOLFO PRIETO-FELIX CUEVAS,380,393,392,394,
